Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
0,XAUUSD,SELL,1968.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2023.03.31 20:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
26,XAUUSD,BUY,1965.99,1996.00,1935.99,1995.99,149.65,0.25,0.00,-4.41,145.24,London_NewYork_Overlap,YES,2023.03.28 15:45:00,2023.04.04 17:00:25,0.01,12345,M15,EXECUTED,N/A
27,XAUUSD,BUY,1992.19,2022.20,1962.19,2022.19,149.65,0.25,0.00,0.00,149.65,London_NewYork_Overlap,YES,2023.04.04 16:45:00,2023.04.04 17:18:42,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,2000.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.04.10 03:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
30,XAUUSD,SELL,1988.03,2018.03,2018.03,1958.03,-148.60,0.25,0.00,-0.46,-149.06,London_NewYork_Overlap,YES,2023.04.10 17:00:00,2023.04.12 05:38:38,0.01,12345,M15,EXECUTED,N/A
31,XAUUSD,BUY,2009.84,2039.84,1979.84,2039.84,149.85,0.25,0.00,-1.89,147.96,Sydney_Tokyo_Overlap,YES,2023.04.12 04:30:00,2023.04.13 15:49:42,0.01,12345,M15,EXECUTED,N/A
34,XAUUSD,SELL,1990.82,2020.83,2020.82,1960.82,-149.80,0.25,0.00,-3.68,-153.48,London_NewYork_Overlap,YES,2023.04.17 17:30:00,2023.05.03 17:52:31,0.01,12345,M15,EXECUTED,N/A
36,XAUUSD,BUY,2021.30,2064.37,1991.30,2051.30,215.15,0.25,0.00,-1.89,213.26,London_NewYork_Overlap,YES,2023.05.03 18:00:00,2023.05.04 01:02:00,0.01,12345,M15,EXECUTED,N/A
38,XAUUSD,BUY,2046.22,2016.22,2016.22,2076.22,-149.85,0.25,0.00,-1.89,-151.74,London_NewYork_Overlap,YES,2023.05.10 15:45:00,2023.05.11 16:50:42,0.01,12345,M15,EXECUTED,N/A
40,XAUUSD,SELL,2010.18,1980.16,2040.18,1980.18,150.25,0.25,0.00,-0.69,149.56,Sydney_Tokyo_Overlap,YES,2023.05.12 06:45:00,2023.05.17 16:41:41,0.01,12345,M15,EXECUTED,N/A
41,XAUUSD,SELL,1999.06,1969.06,2029.06,1969.06,150.25,0.25,0.00,-0.92,149.33,London_NewYork_Overlap,YES,2023.05.16 18:15:00,2023.05.18 15:33:16,0.01,12345,M15,EXECUTED,N/A
44,XAUUSD,SELL,1940.31,1970.33,1970.31,1910.31,-150.40,0.25,0.00,-0.92,-151.32,London_NewYork_Overlap,YES,2023.05.25 15:45:00,2023.05.31 16:46:16,0.01,12345,M15,EXECUTED,N/A
47,XAUUSD,BUY,1969.54,1939.53,1939.54,1999.54,-150.20,0.25,0.00,-6.30,-156.50,London_NewYork_Overlap,YES,2023.06.07 17:00:00,2023.06.15 03:48:38,0.01,12345,M15,EXECUTED,N/A
45,XAUUSD,BUY,1964.42,1934.42,1934.42,1994.42,-150.15,0.25,0.00,-10.71,-160.86,Asia,YES,2023.05.31 09:00:00,2023.06.15 04:34:02,0.01,12345,M15,EXECUTED,N/A
51,XAUUSD,SELL,1946.99,1916.97,1976.99,1916.99,150.15,0.25,0.00,-0.92,149.23,Sydney_Tokyo_Overlap,YES,2023.06.20 05:00:00,2023.06.22 17:20:42,0.01,12345,M15,EXECUTED,N/A
49,XAUUSD,SELL,1939.19,1909.17,1969.19,1909.19,150.10,0.25,0.00,-2.53,147.57,Sydney_Tokyo_Overlap,YES,2023.06.15 04:00:00,2023.06.28 11:10:25,0.01,12345,M15,EXECUTED,N/A
52,XAUUSD,SELL,1929.01,1899.01,1959.01,1899.01,150.45,0.25,0.00,-2.30,148.15,London_NewYork_Overlap,YES,2023.06.21 15:45:00,2023.06.29 15:42:39,0.01,12345,M15,EXECUTED,N/A
57,XAUUSD,SELL,1910.72,1940.72,1940.72,1880.72,-150.50,0.25,0.00,-0.92,-151.42,London_NewYork_Overlap,YES,2023.07.06 15:30:00,2023.07.12 05:27:59,0.01,12345,M15,EXECUTED,N/A
56,XAUUSD,BUY,1923.47,1953.47,1893.47,1953.47,149.80,0.25,0.00,-5.67,144.13,London_NewYork_Overlap,YES,2023.07.03 16:30:00,2023.07.12 16:32:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1952.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.07.14 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1948.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.07.17 16:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
58,XAUUSD,BUY,1939.11,1969.11,1909.11,1969.11,149.95,0.25,0.00,-3.78,146.17,Sydney_Tokyo_Overlap,YES,2023.07.12 04:45:00,2023.07.18 14:16:44,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1964.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.07.21 11:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
62,XAUUSD,BUY,1984.95,1954.94,1954.95,2014.95,-150.45,0.25,0.00,-1.26,-151.71,Sydney_Tokyo_Overlap,YES,2023.07.20 05:00:00,2023.07.24 21:18:03,0.01,12345,M15,EXECUTED,N/A
66,XAUUSD,BUY,1964.93,1934.93,1934.93,1994.93,-150.35,0.25,0.00,-1.26,-151.61,London_NewYork_Overlap,YES,2023.07.31 15:45:00,2023.08.02 17:29:40,0.01,12345,M15,EXECUTED,N/A
65,XAUUSD,BUY,1967.73,1937.73,1937.73,1997.73,-150.20,0.25,0.00,-4.41,-154.61,Asia,YES,2023.07.26 09:15:00,2023.08.02 17:18:29,0.01,12345,M15,EXECUTED,N/A
63,XAUUSD,SELL,1955.12,1925.12,1985.12,1925.12,150.15,0.25,0.00,-3.45,146.70,NewYork,YES,2023.07.24 21:15:00,2023.08.08 15:09:40,0.01,12345,M15,EXECUTED,N/A
67,XAUUSD,SELL,1940.15,1910.14,1970.15,1910.15,150.10,0.25,0.00,-2.76,147.34,London_NewYork_Overlap,YES,2023.08.02 17:15:00,2023.08.14 04:21:38,0.01,12345,M15,EXECUTED,N/A
71,XAUUSD,SELL,1921.90,1891.90,1951.90,1891.90,150.00,0.25,0.00,-1.61,148.39,London_NewYork_Overlap,YES,2023.08.09 17:45:00,2023.08.16 22:50:40,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1911.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.08.25 17:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1938.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.09.01 07:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
74,XAUUSD,BUY,1921.25,1951.25,1891.25,1951.25,149.60,0.25,0.00,-5.04,144.56,Sydney_Tokyo_Overlap,YES,2023.08.24 06:30:00,2023.09.01 15:30:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1933.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.09.05 11:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
78,XAUUSD,SELL,1906.70,1936.71,1936.70,1876.70,-149.80,0.25,0.00,-0.69,-150.49,Tokyo_London_Overlap,YES,2023.09.14 10:15:00,2023.09.19 13:40:02,0.01,12345,M15,EXECUTED,N/A
79,XAUUSD,BUY,1931.11,1901.11,1901.11,1961.11,-150.10,0.25,0.00,-5.04,-155.14,NewYork,YES,2023.09.18 20:00:00,2023.09.26 18:08:03,0.01,12345,M15,EXECUTED,N/A
75,XAUUSD,BUY,1930.55,1900.55,1900.55,1960.55,-150.15,0.25,0.00,-17.64,-167.79,London_NewYork_Overlap,YES,2023.08.29 17:15:00,2023.09.26 21:11:31,0.01,12345,M15,EXECUTED,N/A
77,XAUUSD,SELL,1924.75,1894.74,1954.75,1894.75,150.20,0.25,0.00,-4.83,145.37,Sydney_Tokyo_Overlap,YES,2023.09.06 04:00:00,2023.09.27 12:45:26,0.01,12345,M15,EXECUTED,N/A
81,XAUUSD,SELL,1923.05,1893.04,1953.05,1893.05,150.20,0.25,0.00,-0.92,149.28,London,YES,2023.09.21 12:00:00,2023.09.27 14:15:27,0.01,12345,M15,EXECUTED,N/A
86,XAUUSD,BUY,1857.13,1887.13,1827.13,1887.13,150.05,0.25,0.00,-3.78,146.27,NewYork,YES,2023.10.09 22:00:00,2023.10.13 12:32:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1963.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.10.24 13:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
89,XAUUSD,SELL,1970.82,2000.82,2000.82,1940.82,-149.85,0.25,0.00,-0.92,-150.77,NewYork,NO,2023.11.01 20:45:00,2023.11.03 14:32:29,0.01,12345,M15,EXECUTED,N/A
91,XAUUSD,BUY,2003.47,1973.42,1973.47,2033.47,-150.15,0.25,0.00,-1.26,-151.41,London_NewYork_Overlap,NO,2023.11.03 14:45:00,2023.11.07 04:44:25,0.01,12345,M15,EXECUTED,N/A
88,XAUUSD,BUY,1987.82,1957.82,1957.82,2017.82,-150.05,0.25,0.00,-6.30,-156.35,Sydney_Tokyo_Overlap,YES,2023.10.26 07:15:00,2023.11.07 14:51:30,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1956.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.11.14 15:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
94,XAUUSD,SELL,1951.71,1981.71,1981.71,1921.71,-149.90,0.25,0.00,-2.30,-152.20,London_NewYork_Overlap,NO,2023.11.08 17:45:00,2023.11.16 16:47:38,0.01,12345,M15,EXECUTED,N/A
95,XAUUSD,BUY,1972.00,2002.02,1942.00,2002.00,149.25,0.25,0.00,-3.78,145.47,London,NO,2023.11.15 10:30:00,2023.11.21 16:30:19,0.01,12345,M15,EXECUTED,N/A
97,XAUUSD,BUY,1988.68,2018.74,1958.68,2018.68,150.05,0.25,0.00,-5.67,144.38,London,NO,2023.11.17 11:00:00,2023.11.28 15:42:27,0.01,12345,M15,EXECUTED,N/A
100,XAUUSD,BUY,2020.09,2050.13,1990.09,2050.09,150.00,0.25,0.00,-0.63,149.37,London_NewYork_Overlap,NO,2023.11.28 15:45:00,2023.11.29 03:00:28,0.01,12345,M15,EXECUTED,N/A
102,XAUUSD,SELL,2016.48,1986.46,2046.48,1986.48,172.85,0.25,0.00,-1.38,171.47,London_NewYork_Overlap,NO,2023.12.05 17:00:00,2023.12.11 17:01:37,0.01,12345,M15,EXECUTED,N/A
103,XAUUSD,SELL,1992.79,2022.82,2022.79,1962.79,-150.10,0.25,0.00,-0.46,-150.56,London,NO,2023.12.11 10:00:00,2023.12.13 22:59:19,0.01,12345,M15,EXECUTED,N/A
106,XAUUSD,BUY,2040.13,2070.14,2010.13,2070.13,149.70,0.25,0.00,-5.04,144.66,London,NO,2023.12.14 10:30:00,2023.12.22 16:44:16,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,2062.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2023.12.29 12:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
