Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
26,XAUUSD,BUY,1992.19,2022.20,1977.01,2022.19,149.65,0.25,0.00,0.00,149.65,London_NewYork_Overlap,YES,2023.04.04 16:45:00,2023.04.04 17:18:42,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,2000.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.04.10 03:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
30,XAUUSD,SELL,1988.03,2032.31,2032.26,1958.03,-220.00,0.25,0.00,-1.15,-221.15,London_NewYork_Overlap,YES,2023.04.10 17:00:00,2023.04.13 15:30:30,0.01,12345,M15,EXECUTED,N/A
31,XAUUSD,BUY,2009.84,2039.84,1995.58,2039.84,149.85,0.25,0.00,-1.89,147.96,London_NewYork_Overlap,YES,2023.04.12 04:30:00,2023.04.13 15:49:42,0.01,12345,M15,EXECUTED,N/A
34,XAUUSD,SELL,1990.82,2015.06,2015.05,1960.82,-120.95,0.25,0.00,-3.45,-124.40,NewYork,YES,2023.04.17 17:30:00,2023.05.02 18:59:38,0.01,12345,M15,EXECUTED,N/A
36,XAUUSD,BUY,2021.30,2064.37,1969.18,2051.30,215.15,0.25,0.00,-1.89,213.26,Sydney,YES,2023.05.03 18:00:00,2023.05.04 01:02:00,0.01,12345,M15,EXECUTED,N/A
38,XAUUSD,BUY,2046.22,1999.50,1999.51,2076.22,-233.45,0.25,0.00,-3.78,-237.23,London_NewYork_Overlap,YES,2023.05.10 15:45:00,2023.05.16 18:07:42,0.01,12345,M15,EXECUTED,N/A
39,XAUUSD,SELL,2010.18,1980.16,2041.29,1980.18,150.25,0.25,0.00,-0.69,149.56,London_NewYork_Overlap,YES,2023.05.12 06:45:00,2023.05.17 16:41:41,0.01,12345,M15,EXECUTED,N/A
41,XAUUSD,SELL,1999.06,1969.06,2022.21,1969.06,150.25,0.25,0.00,-0.92,149.33,London_NewYork_Overlap,YES,2023.05.16 18:15:00,2023.05.18 15:33:16,0.01,12345,M15,EXECUTED,N/A
46,XAUUSD,BUY,1969.54,1954.90,1954.91,1999.54,-73.35,0.25,0.00,0.00,-73.35,London_NewYork_Overlap,YES,2023.06.07 17:00:00,2023.06.07 18:23:41,0.01,12345,M15,EXECUTED,N/A
45,XAUUSD,BUY,1964.42,1936.76,1936.76,1994.42,-138.45,0.25,0.00,-10.71,-149.16,Sydney_Tokyo_Overlap,YES,2023.05.31 09:00:00,2023.06.15 03:51:35,0.01,12345,M15,EXECUTED,N/A
50,XAUUSD,SELL,1946.99,1916.97,1958.76,1916.99,150.15,0.25,0.00,-0.92,149.23,London_NewYork_Overlap,YES,2023.06.20 05:00:00,2023.06.22 17:20:42,0.01,12345,M15,EXECUTED,N/A
44,XAUUSD,SELL,1940.31,1910.30,1985.29,1910.31,149.75,0.25,0.00,-6.67,143.08,Sydney_Tokyo_Overlap,YES,2023.05.25 15:45:00,2023.06.23 05:58:28,0.01,12345,M15,EXECUTED,N/A
49,XAUUSD,SELL,1939.19,1909.17,1973.10,1909.19,150.10,0.25,0.00,-2.53,147.57,London,YES,2023.06.15 04:00:00,2023.06.28 11:10:25,0.01,12345,M15,EXECUTED,N/A
51,XAUUSD,SELL,1929.01,1899.01,1939.45,1899.01,150.45,0.25,0.00,-2.30,148.15,London_NewYork_Overlap,YES,2023.06.21 15:45:00,2023.06.29 15:42:39,0.01,12345,M15,EXECUTED,N/A
57,XAUUSD,SELL,1910.72,1935.06,1935.05,1880.72,-122.20,0.25,0.00,-0.69,-122.89,Asia,YES,2023.07.06 15:30:00,2023.07.11 09:40:19,0.01,12345,M15,EXECUTED,N/A
56,XAUUSD,BUY,1923.47,1953.47,1892.95,1953.47,149.80,0.25,0.00,-5.67,144.13,London_NewYork_Overlap,YES,2023.07.03 16:30:00,2023.07.12 16:32:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1952.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.07.14 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1948.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.07.17 16:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
59,XAUUSD,BUY,1939.11,1969.11,1929.32,1969.11,149.95,0.25,0.00,-3.78,146.17,London,YES,2023.07.12 04:45:00,2023.07.18 14:16:44,0.01,12345,M15,EXECUTED,N/A
62,XAUUSD,BUY,1984.95,1969.69,1969.69,2014.95,-76.70,0.25,0.00,0.00,-76.70,London_NewYork_Overlap,YES,2023.07.20 05:00:00,2023.07.20 17:37:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1964.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.07.21 11:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
64,XAUUSD,SELL,1955.12,1967.91,1967.88,1925.12,-63.80,0.25,0.00,-0.46,-64.26,Asia,YES,2023.07.24 21:15:00,2023.07.26 09:15:01,0.01,12345,M15,EXECUTED,N/A
65,XAUUSD,BUY,1967.73,1953.19,1953.19,1997.73,-72.90,0.25,0.00,-1.89,-74.79,London_NewYork_Overlap,YES,2023.07.26 09:15:00,2023.07.27 16:32:28,0.01,12345,M15,EXECUTED,N/A
68,XAUUSD,BUY,1964.93,1942.56,1942.57,1994.93,-112.20,0.25,0.00,-0.63,-112.83,London_NewYork_Overlap,YES,2023.07.31 15:45:00,2023.08.01 18:15:26,0.01,12345,M15,EXECUTED,N/A
70,XAUUSD,SELL,1940.15,1910.14,1952.91,1910.15,150.10,0.25,0.00,-2.76,147.34,Sydney_Tokyo_Overlap,YES,2023.08.02 17:15:00,2023.08.14 04:21:38,0.01,12345,M15,EXECUTED,N/A
71,XAUUSD,SELL,1921.90,1891.90,1932.34,1891.90,150.00,0.25,0.00,-1.61,148.39,NewYork,YES,2023.08.09 17:45:00,2023.08.16 22:50:40,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1911.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.08.25 17:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1938.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.09.01 07:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
74,XAUUSD,BUY,1921.25,1951.25,1884.81,1951.25,149.60,0.25,0.00,-5.04,144.56,London_NewYork_Overlap,YES,2023.08.24 06:30:00,2023.09.01 15:30:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1933.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.09.05 11:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
75,XAUUSD,BUY,1930.55,1903.77,1903.78,1960.55,-134.05,0.25,0.00,-11.34,-145.39,London_NewYork_Overlap,YES,2023.08.29 17:15:00,2023.09.14 15:30:31,0.01,12345,M15,EXECUTED,N/A
78,XAUUSD,SELL,1906.70,1912.92,1912.91,1876.70,-30.85,0.25,0.00,-0.23,-31.08,Sydney_Tokyo_Overlap,YES,2023.09.14 10:15:00,2023.09.15 04:34:39,0.01,12345,M15,EXECUTED,N/A
77,XAUUSD,SELL,1924.75,1938.99,1938.99,1894.75,-71.05,0.25,0.00,-3.22,-74.27,London_NewYork_Overlap,YES,2023.09.06 04:00:00,2023.09.20 16:43:36,0.01,12345,M15,EXECUTED,N/A
81,XAUUSD,BUY,1931.11,1922.34,1922.36,1961.11,-43.95,0.25,0.00,-3.15,-47.10,London,YES,2023.09.18 20:00:00,2023.09.21 14:18:59,0.01,12345,M15,EXECUTED,N/A
83,XAUUSD,SELL,1923.05,1893.04,1947.42,1893.05,150.20,0.25,0.00,-0.92,149.28,London,YES,2023.09.21 12:00:00,2023.09.27 14:15:27,0.01,12345,M15,EXECUTED,N/A
86,XAUUSD,BUY,1857.13,1887.13,1810.47,1887.13,150.05,0.25,0.00,-3.78,146.27,London,YES,2023.10.09 22:00:00,2023.10.13 12:32:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1963.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.10.24 13:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
90,XAUUSD,BUY,2003.47,1978.82,1978.84,2033.47,-123.15,0.25,0.00,-0.63,-123.78,NewYork,NO,2023.11.03 14:45:00,2023.11.06 22:40:04,0.01,12345,M15,EXECUTED,N/A
88,XAUUSD,BUY,1987.82,1962.96,1962.96,2017.82,-124.35,0.25,0.00,-6.30,-130.65,London,YES,2023.10.26 07:15:00,2023.11.07 13:39:38,0.01,12345,M15,EXECUTED,N/A
89,XAUUSD,SELL,1970.82,1940.82,2007.93,1940.82,150.15,0.25,0.00,-2.53,147.62,NewYork,NO,2023.11.01 20:45:00,2023.11.10 17:47:41,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1956.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.11.14 15:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
93,XAUUSD,SELL,1951.71,1971.04,1971.04,1921.71,-96.55,0.25,0.00,-1.61,-98.16,Tokyo_London_Overlap,NO,2023.11.08 17:45:00,2023.11.15 09:38:59,0.01,12345,M15,EXECUTED,N/A
96,XAUUSD,BUY,1972.00,1961.37,1961.52,2002.00,-54.00,0.25,0.00,0.00,-54.00,London_NewYork_Overlap,NO,2023.11.15 10:30:00,2023.11.15 16:41:29,0.01,12345,M15,EXECUTED,N/A
98,XAUUSD,BUY,1988.68,2018.74,1955.37,2018.68,150.05,0.25,0.00,-5.67,144.38,London_NewYork_Overlap,NO,2023.11.17 11:00:00,2023.11.28 15:42:27,0.01,12345,M15,EXECUTED,N/A
100,XAUUSD,BUY,2020.09,2050.13,2005.69,2050.09,150.00,0.25,0.00,-0.63,149.37,Sydney_Tokyo_Overlap,NO,2023.11.28 15:45:00,2023.11.29 03:00:28,0.01,12345,M15,EXECUTED,N/A
102,XAUUSD,SELL,2016.48,1986.46,2041.17,1986.48,172.85,0.25,0.00,-1.38,171.47,London_NewYork_Overlap,NO,2023.12.05 17:00:00,2023.12.11 17:01:37,0.01,12345,M15,EXECUTED,N/A
103,XAUUSD,SELL,1992.79,2007.73,2007.71,1962.79,-74.65,0.25,0.00,-0.46,-75.11,NewYork,NO,2023.12.11 10:00:00,2023.12.13 21:23:35,0.01,12345,M15,EXECUTED,N/A
106,XAUUSD,BUY,2040.13,2070.14,1973.00,2070.13,149.70,0.25,0.00,-5.04,144.66,London_NewYork_Overlap,NO,2023.12.14 10:30:00,2023.12.22 16:44:16,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,2062.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2023.12.29 12:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
